,Unnamed: 0,Kilometrage,Annee,Energie,BoiteVitesse,PuissanceFiscale,Carrosserie,Prix,Couleur,Marque,Modele
1520,1520,15800,2.2017,Essence,Manuelle,5,Citadine,62000,Blanc,BMW,SERIE 1
1521,1521,71000,11.2017,Essence,Manuelle,4,Citadine,23000,Blanc,CHERY,QQ
1522,1522,99300,11.2017,Essence,Manuelle,5,Citadine,34000,Blanc,NISSAN,MICRA
1523,1523,67000,3.2021,Essence,Manuelle,5,Citadine,57000,Rouge,KIA,RIO
1524,1524,60000,11.2017,Essence,Automatique,9,Citadine,85000,Rouge,PEUGEOT,3008
1525,1525,145000,7.2018,Essence,Manuelle,7,Monospace,53000,Noir,CITROEN,BERLINGO
1526,1526,187000,5.2016,Essence,Manuelle,6,Citadine,49000,Noir,SEAT,LEON
1527,1527,264000,2.2006,Diesel,Automatique,15,SUV/4x4,51000,Beige,BMW,X5
1528,1528,4315,6.2023,Essence,Automatique,8,SUV/4x4,205000,Gris argent,VOLKSWAGEN,TIGUAN
1529,1529,77000,9.2019,Essence,Automatique,7,SUV/4x4,68500,Noir,MG,ZS
1530,1530,155000,1.2019,Essence,Manuelle,7,Berline,68000,Noir,VOLKSWAGEN,PASSAT
1531,1531,76000,11.2018,Essence,Manuelle,4,Citadine,38500,Noir,CITROEN,C3
1532,1532,115000,8.2019,Electrique,Automatique,10,Berline,225000,Blanc,TESLA,MODEL 3
1533,1533,91000,1.2019,Essence,Automatique,7,SUV/4x4,89900,Bleu,SKODA,KAROQ
1534,1534,98000,3.2019,Diesel,Automatique,6,Citadine,118000,Blanc,MERCEDES-BENZ,CLASSE A
1535,1535,97000,12.2019,Essence,Automatique,9,SUV/4x4,79000,Noir,PEUGEOT,3008
1536,1536,186000,1.2016,Diesel,Automatique,15,Berline,220000,Noir,BMW,SERIE 7
1537,1537,183000,2.2018,Essence,Manuelle,7,Berline,35500,Gris Shark,CHEVROLET,CRUZE
1538,1538,12000,3.2022,Hybride (essence),Automatique,12,SUV/4x4,132000,Blanc,HYUNDAI,SANTA FE
1539,1539,158000,1.202,Diesel,Manuelle,5,Citadine,45500,Blanc,PEUGEOT,208
1540,1540,187000,5.2013,Essence,Manuelle,7,Berline,46000,Blanc,AUDI,A4
1541,1541,202000,8.2003,Diesel,Manuelle,7,Berline,25000,Gris argent,TOYOTA,AVENSIS
1542,1542,177000,1.2019,Essence,Manuelle,5,Berline,37000,Noir,TOYOTA,YARIS
1543,1543,160000,1.2018,Diesel,Manuelle,6,Berline,114000,Bleu,MERCEDES-BENZ,CLASSE C
1544,1544,3000,1.2024,Essence,Manuelle,6,SUV/4x4,75000,Blanc,VOLKSWAGEN,T-CROSS
1545,1545,147000,6.2016,Essence,Manuelle,5,Citadine,50000,Noir,GOLF,7
1546,1546,57000,11.2016,Essence,Manuelle,4,Coupé,42000,Bleu,FIAT,500
1547,1547,94000,3.2012,Essence,Manuelle,4,Monospace,32500,Blanc,FIAT,500
1548,1548,55000,6.2018,Essence,Automatique,5,Citadine,47000,Noir,KIA,PICANTO
1549,1549,31000,11.2021,Essence,Manuelle,7,SUV/4x4,64000,Rouge,DONGFENG,AX4
